Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Weiner
22133,CC1=NC(=CC(=N1)N1CCC(CC1)N1CCCC1)N1CCC(CC1)N1CCCC1,,,,No ,398.597,3.0168,-3.108,6,0,2510
22134,O=C(CN1CC(C2=CC=CC=C2)C2=CC=CC=C2C1)NC1CC1,,,,No ,306.408,1.9355,-3.159,3,1,1191
22135,CC(C)N1CCC(C1)NS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1,,,,No ,344.478,3.3689,-3.85,4,1,1489
22136,CS(=O)(=O)C1=CC=C(CNC(=O)N2CCCC2C2CCCC2)C=C1,,,,No ,350.481,2.188,-4.128,5,1,1519
22137,O=C(NC1CC1)C(N1CCNC(=O)C1)C1=CC=CC=C1,,,,No ,273.335,0.0356,-1.345,5,2,781
22138,CC(C)CCC1CCCCN1C(=O)C1=CN(N=N1)C1=CC=CC=C1,,,,No ,326.442,3.2725,-3.311,5,0,1429
22139,CC(C)C(=O)N1CCC(CC1)C(=O)NC1=CC(Cl)=CC=C1NCC1CCCCC1,,,,No ,419.995,4.3856,-5.031,5,2,2550
22140,CN1N(C(=O)C(NC(=O)NC(C2CC2)C2CC2)=C1C)C1=CC=CC=C1,,,,No ,340.426,1.2233,-3.583,6,2,1540
22141,CC1=CC=CC=C1C1CC1C(=O)NC1CCCCC1C(N)=O,,,,No ,300.401,2.2119,-3.829,4,2,1124
22142,FC1=CC=CC=C1NC(=O)CN1CCC(=CC1)C1=CNC2=CC=CC=C12,,,,No ,349.408,2.9098,-3.605,4,2,1920
22143,FC(F)(F)C1CCCC(C1)NC(=O)NC1=CC=CC(=C1)C1=NN=CO1,,,,No ,354.331,3.2267,-6.34,6,2,1685
22144,CC(C)CC1=CSC(CN2N=C3C=CC=CN3C2=O)=N1,,,,No ,288.374,1.6141,-2.697,5,0,871
22145,FC(F)(F)C1=CN(CC2=NN=C(CC3=CC=CC=C3)O2)C(=O)C(Cl)=C1,,,,No ,369.729,2.4272,-3.482,5,0,1633
22146,CC1CCC(C)N1C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,,,,No ,279.382,4.4645,-4.787,2,0,983
22147,BrC1=CC=C(CSC2=NN=C(O2)C2=CNC3=CC=CC=C23)S1,,,,No ,392.3,4.5241,-6.929,4,1,1174
22148,CN(C1CCN(C1)C1CC1)C(=O)NC1=CC=C(C=C1)C1=NC=CS1,,,,No ,342.466,2.7027,-2.783,5,1,1542
22149,OCC1=CC=CC(NC2CCN(C2=O)C2=CC=CC=C2F)=C1,,,,No ,300.332,1.8982,-3.618,4,2,1109
22150,O=C(CN1CCCC1C1=CC=CC=C1)NC1CCCC2=CC=CC=C12,,,,No ,334.461,3.7015,-3.337,3,1,1593
22151,COC(=O)C1=C(NC(=O)C2=CC(=O)N(C)C=C2)C=C(S1)C1=CC=CC=C1Cl,,,,No ,402.857,2.9985,-4.833,6,1,1885
22152,ClC1=CC(=CN=C1NC1CCCCCC1)C(=O)N1CCOCC1,,,,No ,337.85,2.8351,-3.696,5,1,1308
22153,CC(=O)NC12CC3CC(C1)CC(C3)(C2)C(=O)NC1CC1C1=CC=C(F)C=C1,,,,No ,370.466,3.1136,-4.741,4,2,1888
22154,O=S(=O)(N1CCC(CC1)N1CCCC1)C1=CC=C2CCCCC2=C1,,,,No ,348.509,3.1823,-2.72,4,0,1396
22155,CC1CN(CC2=CC=CC=C2)CC(C)C1NC(=O)NC1=CC=C(C)C=C1,,,,No ,351.492,3.894,-4.311,4,2,1916
22156,CC1=C(Cl)C=CC=C1N1C=CN=C1SCC(=O)NC1=CC=CC=C1F,,,,No ,375.854,3.9353,-6.937,4,1,1651
22157,O=C(NC1CC1)C1=CC=C(NC2CN3CCC2CC3)C=C1,,,,No ,285.39,1.9085,-2.908,4,2,1043
22158,FC(F)(F)C1=NC2=CC=CC=C2C(SCC2=NN=C(CC3=CC=CC=C3)O2)=N1,,,,No ,402.399,3.9869,-4.23,5,0,2256
22159,CC(C)C1=NOC(=N1)C1=CC=NC(NCC2CCS(=O)(=O)C2)=C1,,,,No ,336.415,1.2216,-3.776,7,1,1350
22160,O=C1C(CCN1C1=CC=C(C=C1)C#N)N1CCCCCC1,,,,No ,283.374,2.2631,-3.55,4,0,968
22161,CC1=CC(C)=C(C#N)C(SCC2=NN(C3=C2CCC3)C2=CC=CC=C2)=N1,,,,No ,360.484,3.3865,-5.103,4,0,1707
22162,CCC(=O)N1CCCC(C1)C(=O)N1CCC2=C(Cl)C=C(Cl)C=C2C1C,,,,No ,383.318,4.2819,-3.795,4,0,1490
22163,COC1=CC=CC=C1CN1CCC(CC1)NC(=O)CC1=CC=C2CCCCC2=C1,,,,No ,392.541,4.1025,-4.206,4,1,2736
22164,CS(=O)(=O)C1=NC2=CC=CC=C2N1CC1=NC2=CC=CC=C2O1,,,,No ,327.363,1.8949,-2.595,6,0,1136
22165,O=S1(=O)CCC(C1)NCC1=CC=C(OCC2=CC=NC=C2)C=C1,,,,No ,332.423,0.7269,-2.582,5,1,1499
22166,COC1=CC=CC=C1CNC(=O)C1C2C1C1CCC2C1,,,,No ,271.359,2.1536,-3.39,3,1,873
22167,FC1=CC=C(C=C1)C(N1CCC(CC1)C(=O)NC1CC1)C1=CC=CC=C1,,,,No ,352.452,3.7085,-4.051,3,1,1727
22168,ClC1=CC=CC=C1C1=NC(CN2C(=O)ON=C2C2=CC=CC=C2Cl)=NO1,,,,No ,389.197,4.6975,-6.158,7,0,1726
22169,OC1CCCN(CC2=NC3=CC(Cl)=CC=C3N2CC2=CC=CC=C2)C1,,,,No ,355.868,3.1488,-2.371,4,1,1483
22170,COC1=CC=C(C=C1)S(=O)(=O)N1CCC(C1)NC1=CC=CC=C1,,,,No ,332.423,2.2647,-2.559,5,1,1301
22171,CN(CC(=O)N(C)C1CCCC2=CC=CC=C12)C1CCC2=CC=CC=C12,,,,No ,348.488,3.765,-2.908,3,0,1719
22172,FC1=CC=C(NC(=O)C2=CN=C(S2)C2=CC=CC=C2)C(=C1)C#N,,,,No ,323.35,3.4808,-4.652,4,1,1299
22173,CC1=C(SC(CC2=CC=CC=C2)=N1)C(=O)NCC1CCCCC1,,,,No ,328.479,3.9749,-4.466,3,1,1369
22174,FC1=CC=C(C=C1)N1N=C(CN2C=C(C=C(Cl)C2=O)C(F)(F)F)C2=C1CCC2,,,,No ,411.785,2.8426,-4.538,4,0,2019
22175,CCN1CCN(CC1)C(C(=O)NC1CC1)C1=CC=CC=C1,,,,No ,287.406,1.261,-1.301,4,1,925
22176,CC1=NC(CS(=O)CC2=CC=C(C=C2)N2C=CC=N2)=CS1,,,,No ,317.436,0.0815,-2.339,4,0,1090
22177,CCN(C)CC1CCN(C1)C(=O)NC1=CC=C(C=C1)C1=CSN=N1,,,,No ,345.47,2.7999,-3.459,6,1,1592
22178,COC1=CC=C(C=C1)S(=O)(=O)N1CCC(CC1)N1CCCCC1,,,,No ,338.47,2.2975,-1.916,5,0,1290
22179,CC(C)OC1=CC=C(CNC(=O)N2CCC3CCC(C2)N3C)C=C1F,,,,No ,349.448,2.6412,-3.282,5,1,1707
22180,CC1CN(CC2=CC=CC=C2)CC(C)C1N(C)C(=O)C1=CC=CC(=C1)S(C)(=O)=O,,,,No ,414.568,2.8247,-3.506,5,0,2398
22181,CCC1CN(CC(C)O1)C(=O)NC1=CN(CC2=CC=CC=C2)N=C1,,,,No ,328.415,1.8514,-2.425,6,1,1531
22182,COC1=CC=C(CC2=NOC(=N2)C2=CSC(C)=N2)C=C1OC,,,,No ,317.368,2.4196,-3.332,6,0,1173
22183,CC(C)C1CCCN1C(=O)C1=CC=C(C=C1)N1C(=O)CCC1=O,,,,No ,314.384,2.5119,-3.439,5,0,1247
22184,CC(C)N1N=CC2=CC(NC(=O)C3(CC3)C3=CC=CC(Cl)=C3)=CN=C12,,,,No ,354.84,2.9391,-4.81,5,1,1580
22185,COC1=CC=CC=C1CN(C1CC1)C(=O)C1CCC(=O)NC1,,,,No ,302.373,1.2693,-2.477,5,1,1067
22186,ClC1=CC=CC(=C1)C1=CN=C(CNC2=CC3=C(NC(=O)CO3)C=C2Cl)O1,,,,No ,390.225,3.0111,-5.188,6,2,1892
22187,CN1C(CNC(=O)C2=CC(O)=NC3=CC=CC=C23)=NC2=CC=CC=C12,,,,No ,332.362,2.4601,-3.037,6,2,1554
22188,C(N1N=NC(=N1)C1=CC=CS1)C1=CC=C2OCCOC2=C1,,,,No ,300.341,2.8361,-3.11,6,0,1016
22189,O=C(CC1=CC=C(C=C1)C1=CC=CC=C1)NC1=NN=C2C=CC=CN12,,,,No ,328.374,3.3861,-6.866,5,1,1741
22190,FC1=CC=C(C=C1)C1=C(CCC(=O)NC2=CC=NC=C2)C2=CC=CC=C2N1,,,,No ,359.403,4.1491,-5.185,4,2,1952
22191,CC1=NOC(CS(=O)(=O)CC2=CN3C(C=CC=C3C)=N2)=C1,,,,No ,305.357,0.3817,-4.894,6,0,978
22192,CC1=NC(=CC=C1C(=O)NC1CC1C1=CC=CC=C1)C1=CC=CC=C1,,,,No ,328.414,4.5197,-4.969,3,1,1703
22193,CC1OC2=CC=CC=C2OC1C(=O)N1CC2CC3CC(C2)CC1C3,,,,No ,327.423,3.2529,-3.915,4,0,1240
22194,O=C(NC1CCN(C1)C1CC1)C1CC1C1=CC=CC=C1,,,,No ,270.375,2.4059,-2.881,3,1,918
22195,CC1(C)C2CCC1(C)C(C2)NC(=O)N1CCC(CC1)N1CCNC1=O,,,,No ,348.489,2.3816,-3.286,6,2,1587
22196,CC1=C(N=C(CNC(=O)C2=CC=C(N=C2C)C(F)(F)F)S1)C1=CC=C(Cl)C=C1,,,,No ,425.861,4.4282,-5.317,4,1,2347
22197,CN(C(=O)C1=C2CCCCCN2C(=N1)C1=CC=CC=C1)C1=CC=C(F)C=C1,,,,No ,363.435,5.0985,-4.953,4,0,1787
22198,CN(CC1=CC=CC(=C1)C(N)=O)CC1=CC=CC=C1N1CCCC1,,,,No ,323.439,2.2789,-3.264,4,1,1451
22199,CN(C(=O)C1=CC=CC(NCC2=C(C)ON=C2C)=C1)C1=CC=CC=C1,,,,No ,335.406,3.3277,-4.32,5,1,1651
22200,COC1=CC=C(C=N1)N(C)C(=O)C1=CC=C(C=C1)C(N)=O,,,,No ,285.302,1.4243,-2.941,6,1,1024
22201,OC1=NC2=CC=CC=C2C(=C1)C(=O)NCC1=CC=C(C=C1)N1C=CN=C1,,,,No ,344.373,2.4608,-5.983,6,2,1874
22202,O=C(CN1C=NC2=CC=CC=C2C1=O)NC1=C2C=CNC2=CC=C1,,,,No ,318.335,1.6457,-3.641,6,2,1410
22203,O=C(NC1=NN=C(S1)C1=CC=CC=N1)C1CC1C1=CC=CN=C1,,,,No ,323.379,2.183,-2.313,6,1,1370
22204,CS(=O)(=O)NCC1CCCN(C1)C(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,,,,No ,400.498,2.8286,-4.939,6,1,1997
22205,CC(CC(=O)NC1=CC=C2N=C3CCCN3C(=O)C2=C1)C1CC1,,,,No ,311.384,2.3958,-3.617,5,1,1264
22206,CN1CCC(NC(=O)C2=NC3=CC=CC=C3C=C2)C1=O,,,,No ,269.303,1.0613,-2.25,5,1,848
22207,CC1N(CCC2=C1NC1=CC=CC=C21)C(=O)NC1CCCN(C)C1,,,,No ,326.442,2.5928,-2.747,5,2,1363
22208,FC1=CC=CC(CC2CCCN2CC(=O)NC2CCCCNC2=O)=C1,,,,No ,347.432,1.6305,-2.888,5,2,1664
22209,CN1N=C(C)C2=C1SC(=C2)C(=O)N(CC1CCCO1)CC1=CC=CC=C1,,,,No ,369.488,2.6606,-4.478,5,0,1666
22210,CN(C)C1=CC=C(NC(=O)C2=CC3=C(ON=C3C=C2)C2=CC=CC=C2)C(C)=C1,,,,No ,371.439,4.5248,-5.884,5,1,2194
22211,CC1CCC2=C(C1)SC=C2C(=O)NC1=NN(CC2=CC=NC=C2)C=C1,,,,No ,352.461,2.8701,-3.677,5,1,1694
22212,BrC1=CC=CC(OC2=CC=C(C=N2)C(=O)N2CCN(CC2)C2CCCC2)=C1,,,,No ,430.345,4.1283,-4.993,5,0,2199
22213,CSC1=NC(C(=O)N2CCCSC3=CC=CC=C23)=C2C=CC=CN12,,,,No ,355.485,2.7821,-5.963,4,0,1231
22214,CN1C=C(NC(=O)C2=CC=C(S2)C2=CC=CC=C2F)C=CC1=O,,,,No ,328.366,2.7084,-4.547,4,1,1307
22215,CC1=C(SC2=NC(=CC=C12)C(F)(F)F)C(=O)NCC1=NC2=CC=CC=C2S1,,,,No ,407.439,3.8866,-5.635,4,1,2025
22216,CC1(C)CC(CC(C)(C)N1)NC(=O)N1CCCC1C1CCCCC1,,,,No ,335.534,3.6035,-4.181,4,2,1354
22217,CC(C)N(C1CC1)C(=O)C1CCN(CC1)C(=O)C1=CC=C(F)C=C1,,,,No ,332.418,3.1072,-3.236,4,0,1466
22218,CC1=NC=CN1C1=CC=C(CNC(=O)C2=CC3=C(CCC3)S2)C=C1F,,,,No ,355.436,3.2369,-5.932,4,1,1707
22219,O=C(NC1=CC=CC(=C1)C1=NN=CO1)N1CC2CC3CC(C2)CC1C3,,,,No ,338.41,3.2051,-5.76,6,1,1521
22220,CN(C)C1=NC=CC=C1N(C)C(=O)C1=CC=CC(=N1)N1C=CC=N1,,,,No ,322.371,1.9653,-0.949,7,0,1353
22221,CC(NC(=O)C1CC1C1=CC=CN=C1)C1=CC=C2OCC(=O)NC2=C1,,,,No ,337.378,1.2833,-3.005,6,2,1675
22222,CC1=C(CC(=O)NC2CCN3CCCCC23)N=C(O1)C1=CC=CC=C1,,,,No ,339.438,2.7946,-4.523,5,1,1649
22223,COC1=CC2=NC(=NC(N)=C2C=C1OC)N1CCCC(O)C1,,,,No ,304.349,1.2978,-3.614,7,2,1033
22224,CC1=CC=C(C2=NN=C(NC(=O)C3=CC(CS(C)=O)=CC=C3)S2)C(C)=C1,,,,No ,385.511,2.7038,-4.329,5,1,1888
22225,CC(=O)NC1=CC=CC2=C1CCN(C2)C(=O)C1CCCC2=CC=CC=C12,,,,No ,348.445,3.6569,-4.195,4,1,1690
22226,CC1OC2=CC=CC=C2N(CC(=O)NCC2=CC3=CC=CC=C3N2)C1=O,,,,No ,349.389,1.8001,-3.815,6,2,1805
22227,CCN1CCC(CC1)NC(=O)C1(CCCC1)C1=CC=C(OC)C=C1,,,,No ,330.47,2.7412,-3.374,4,1,1390
22228,O=C(NC1=NC2=CC=CC=C2C=C1)C1CCCN1C(=O)C1CCCCC1,,,,No ,351.449,3.4344,-4.684,5,1,1769
22229,CN(C(C1CC1)C1CC1)C(=O)C1=C(C)N(N=N1)C1=CC=CC(C)=C1,,,,No ,324.427,2.3769,-3.429,5,0,1348
22230,CN(C(=O)C1=CC=NC(OCC2=CC=CC=C2)=C1)C1=NC=CS1,,,,No ,325.391,3.3804,-3.908,5,0,1333
22231,ClC1=C(NC2CCOC3=CC=CC=C23)C=NN(C2=CC=CC=C2)C1=O,,,,No ,353.808,3.3548,-4.013,5,1,1536
22232,CCC1CN(CCO1)C(=O)C1=CC=C2N(C(C)=NC2=C1)C1=CC=CC=C1,,,,No ,349.433,3.4084,-5.102,5,0,1726
22233,CN(CC1=NC(=NO1)C1=CC=CC(=C1)C(F)(F)F)C1CCC2=CC=CC=C12,,,,No ,373.377,4.0541,-4.524,4,0,2026
22234,O=C(NC1=CC=CC(OC2=CC=NC=C2)=C1)C1CC1,,,,No ,254.288,2.0761,-3.976,4,1,783
22235,CC1CCC(CC1)N(C)C(=O)C1CN(CCC2=CC=CC=C2)C(=O)C1,,,,No ,342.481,2.9756,-2.909,4,0,1687
22236,O=C(NC1CC1C1=CC=CC=C1)C1(CCC1)C1=CC=CC=C1,,,,No ,291.393,3.8359,-4.596,2,1,1111
22237,ClC1=CC=CC=C1CCN1CCCC(C1)C(=O)NC1CC1,,,,No ,306.836,2.928,-3.325,3,1,1047
22238,CN(C)CC1=CC=C(C=C1)C(=O)NC1=CC=C2OCCCOC2=C1,,,,No ,326.395,2.7508,-3.094,5,1,1528
22239,O=C(CC1=CNC2=CC=CC=C12)NC1CCN(CC2=CC=NC=C2)CC1,,,,No ,348.449,2.0542,-2.826,5,2,2000
22240,CN1C(=O)N(CC(=O)NC2CC3CCC2(C)C3(C)C)C2=CC=CC=C12,,,,No ,341.453,2.743,-4.501,5,1,1477
22241,CC1=CC2=CC(NC(=O)NC3=CNN=C3)=CC=C2N1,,,,No ,255.28,1.1319,-3.11,6,4,776
22242,COC1=CC=C(C=C1C1=CC=CC=C1)C(=O)N(C)C(C)C1=CC(F)=CC=C1F,,,,No ,381.421,4.8605,-5.385,3,0,2076
22243,COC1=CC=CC=C1C1=NC(=CS1)C(=O)NC1CC1C1=CC=C(F)C=C1,,,,No ,368.431,4.1124,-4.301,4,1,1911
22244,COC1=CC=C(C=C1)C1=CC2=C(S1)C(=O)N(CC(=O)N(C)C1CCC(C)CC1)C=N2,,,,No ,425.551,3.684,-5.116,6,0,2755
22245,CC(=O)NC1=CC(=CC=C1C)C(=O)N(C1CC1)C1CCCCC1,,,,No ,314.427,3.4979,-4.283,4,1,1187
22246,ClC1=CC=CC(=C1)C1(CC1)C(=O)N1CCOC(C1)C1=CC=CC=C1,,,,No ,341.837,3.5775,-3.864,3,0,1347
22247,O=C(NC1CC1)C1CCCN(C1)C(=O)C1=NC2=CC=CC=C2N=C1,,,,No ,324.383,1.4659,-2.436,6,1,1418
22248,NC(=O)C1=CC=C(OC2=CC=C(OC3=CC=CC=C3)C=C2)N=C1,,,,No ,306.32,2.8886,-6.029,5,1,1450
22249,ClC1=CC=C2NC3=C(CN(CC3)C(=O)COC3CCCCC3)C2=C1,,,,No ,346.857,3.1913,-4.241,4,1,1439
22250,CCC1=NC(CS(=O)CC2=CC=C(C=C2)N2C=CC=N2)=CS1,,,,No ,331.463,0.4971,-2.498,4,0,1255
22251,O=C(CCC1=CNC2=CC=CC=C12)NC1=CC2=CC=CN=C2C=C1,,,,No ,315.375,3.615,-4.594,4,2,1532
22252,CC1=NOC(=N1)C1=CC=C(C=C1)C(=O)NC1CCN(C1)C1CC1,,,,No ,312.372,1.9502,-3.549,6,1,1375
22253,C(N1N=NC(=N1)C1=CSC=C1)C1=CC=CC2=CC=CN=C12,,,,No ,293.353,2.9342,-3.613,5,0,972
22254,CC1=CC(=CC=C1N1C=NN=N1)C(=O)NC1CC2CCC1(C)C2(C)C,,,,No ,339.442,2.7323,-4.488,6,1,1546
22255,CC1=NNC(C(=O)N2CCCC2CC2=CC=CC(F)=C2)=C1Br,,,,No ,366.233,3.094,-3.571,4,1,1076
22256,CC1CCN(CC1)C(=O)C1CCCN(C1)C(=O)CC1=CC=CC(=C1)C(F)(F)F,,,,No ,396.451,3.9598,-3.339,4,0,2254
22257,O=C(NC1=CC=C(N=C1)N1CCCC1)C1=CC=CC=C1C1=CC=CC=C1C#N,,,,No ,368.439,4.1434,-6.439,5,1,2191
22258,COC1=CC=C(C=C1OC)N(C)C(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl,,,,No ,404.824,4.1817,-5.433,6,0,1992
22259,CC(=O)N1CCC2=CC(=CC=C12)C(=O)NCCC1=CNC2=CC=CC=C12,,,,No ,347.417,3.0765,-4.248,5,2,1924
22260,CC1=NN(CC2=CC=CC(=C2)C(=O)N2CCC3=CC=C(F)C=C23)C(C)=C1,,,,No ,349.408,3.5103,-4.06,4,0,1739
22261,ClC1=CC=CC=C1C1=NN=C(NC(=O)C2=CC3=C(CCC3)S2)S1,,,,No ,361.876,4.8447,-5.31,4,1,1306
22262,COC1=CC=CC=C1N1N=NC(C(=O)NC2=CC=CC(F)=C2)=C1C,,,,No ,326.33,2.1042,-3.576,6,1,1402
22263,CC1=NC2=CC=CC=C2N=C1CS(=O)(=O)C1=CC=C(C=N1)C(F)(F)F,,,,No ,367.35,1.9801,-3.558,5,0,1564
22264,CC(C)CC1=CC=C(CN2CCC(CC2)N2CCNC2=O)C=C1,,,,No ,315.459,3.0548,-2.857,4,1,1420
22265,CC1=C(C)C2=CC(=CC=C2N1)C(=O)N1CCCCCC1C1=CC=NC=C1,,,,No ,347.461,4.1364,-4.021,4,1,1607
22266,CN1C=C(NC(=O)C2=CC=C3NC4=C(CCCC4)C3=C2)C=CC1=O,,,,No ,321.379,2.0929,-3.757,5,2,1404
22267,CC1=NC2=CC(NC(=O)C3=C(C)N(N=C3)C3=CC=CC(=C3)C(F)(F)F)=CC=C2O1,,,,No ,400.359,3.4673,-4.482,6,1,2437
22268,BrC1=CC=CC(OC2=NC=CC=C2C(=O)N2CCCC3=CC=CC=C23)=C1,,,,No ,409.282,5.0072,-6.584,4,0,1648
22269,FC1=CC=CC(=C1)C1CC1NC(=O)C1=CN2C=CC=CC2=N1,,,,No ,295.316,2.4698,-5.237,4,1,1170
22270,O=C(N1CCC(CC1)C1=CC=CC=C1)C1=CC=CC2=C1OCCO2,,,,No ,323.391,4.2211,-3.63,4,0,1412
22271,O=C(N1CCCC1)C1=CC=CC(=C1)S(=O)(=O)N1CCC2=CC=CC=C2C1,,,,No ,370.472,2.7436,-2.756,5,0,1681
22272,CC1=CC=C(F)C2=C1CCCN2C(=O)C1=CC=C(C=C1)N1C=NC=N1,,,,No ,336.369,3.0257,-4.493,5,0,1517
22273,FC(F)(F)C1=CC=CC=C1CS(=O)(=O)CC1=NN(C=C1)C1=CC=CC=C1,,,,No ,380.389,2.1962,-4.269,4,0,1790
22274,O=C(N1CCCC1CN1CCCC1)C1=CC=CC2=C1OCCO2,,,,No ,316.4,2.5439,-2.314,5,0,1176
22275,O=C(CCN1C(=O)COC2=CC=CC=C12)N1CCC2=CC=CC=C12,,,,No ,322.363,2.5138,-3.667,5,0,1380
22276,OCC1=CC=C(Cl)C(NCC2=NC=C(O2)C2=CC=CC(Cl)=C2)=C1,,,,No ,349.216,3.5515,-4.866,4,2,1353
22277,CC(C1CC1)N(C1CC1)C(=O)C1=CC=C(C=C1)S(C)(=O)=O,,,,No ,307.413,1.9803,-3.634,4,0,946
22278,COC1=CC=C2C=C(NC2=C1)C(=O)N1CCCN(CC1)C1CC1,,,,No ,313.4,2.3384,-2.429,5,1,1257
22279,CC1=CC=C(CCC2CCN(CC2)C(=O)NC2CCS(=O)(=O)C2)C=C1,,,,No ,364.508,2.6563,-3.677,5,1,1841
22280,CC1=CC=C(C=C1C)C1CCCN1C(=O)C1=C2N=CNC2=CC(F)=C1,,,,No ,337.397,4.0603,-4.252,4,1,1437
22281,CCN1C=CC2=CC(NC(=O)CN3CCCCCCC3=O)=CC=C12,,,,No ,327.427,2.8428,-2.752,5,1,1489
22282,CCN1CCCC(C1)NS(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1,,,,No ,344.478,3.3516,-3.742,4,1,1475
22283,FC(F)(F)C1=CC=CC=C1CS(=O)(=O)CC1=CN2C=CC=CC2=N1,,,,No ,354.351,1.9699,-5.815,4,0,1377
22284,CCN1CCC(CNC(=O)C2=C(C)ON=C2C2=C(F)C=CC=C2Cl)CC1,,,,No ,379.862,3.4657,-4.453,5,1,1767
22285,O=C(NCCC1CC2CCC1C2)C1=CC=CN=C1N1CCCCC1,,,,No ,327.47,3.3901,-4.375,4,1,1470
22286,FC1=CC=C(N2C=C(CNC(=O)C3=CC=CN=C3N3CCCCC3)C=N2)C(F)=C1,,,,No ,397.428,2.0704,-4.029,6,1,2527
22287,FC1=CC=C(C=C1)C1=CC=C(O1)C(=O)NCC1=CN(N=C1)C1=CC=C(F)C=C1F,,,,No ,397.355,2.9266,-5.081,5,1,2698
22288,O=C(CCN1CCC(CC1)C(=O)NC1=CC=CC=C1)NC1=CC=C2CCCC2=C1,,,,No ,391.513,3.7144,-4.263,5,2,2845
22289,CC(CN1CCCC1=O)NC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12,,,,No ,350.417,2.48,-4.415,5,1,1645
22290,CCOC1=CC=C2CCN(CC2=C1)C(=O)NCC1=CC=CC2=CC=CN=C12,,,,No ,361.444,3.2344,-4.287,5,1,2050
22291,CN(C)C1=C(Cl)C=CC=C1NC(=O)C1=CN=C(S1)C1=CC=C2OCOC2=C1,,,,No ,401.873,4.1582,-5.048,6,1,1990
22292,CN(C1CCC(CO)CC1)C1=C2C(SC=C2C2=CC=CC=C2)=NC=N1,,,,No ,353.489,3.9371,-6.452,4,1,1469
22293,O=C(NC1=CC=C2CCCC2=C1)C1=CC=C(OCC2CC2)C=C1,,,,No ,307.392,4.2763,-4.784,3,1,1398
22294,CCOC1=CC=C(C=C1)C1CCCN1CC(=O)N1CCC2=C(C1)C1=CC=CC=C1N2,,,,No ,403.524,3.4654,-3.531,5,1,2694
22295,O=C(CNC(=O)C1CC1)N1CC(C2=CC=CC=C2)C2=CC=CC=C2C1,,,,No ,334.418,1.7806,-3.193,4,1,1525
22296,COC1=CC=CN=C1NC(=O)C1=CC=C(S1)C1=CC=C(F)C=C1,,,,No ,328.366,3.9533,-5.307,4,1,1313
22297,COC1=CC=CC=C1CC(=O)N1CCC(CC1)C1=CC2=CC=CC=C2N1,,,,No ,348.445,4.2638,-3.98,4,1,1879
22298,CC(NC(=O)C1=CC=CC(=C1)S(=O)(=O)NC1CC1)C1CC2CCC1C2,,,,No ,362.492,2.7666,-4.078,5,2,1595
22299,O=C(CN1C(=O)OC2=CC=CC=C12)N(C1CC1)C1CCC2=CC=CC=C12,,,,No ,348.401,3.444,-4.374,5,0,1603
22300,CN(C)C1=CC=C(NC(=O)C2=CC=C(C=C2)N2CCCCC2=O)C(=C1)C(F)(F)F,,,,No ,405.419,3.8186,-4.916,5,1,2446
22301,ClC1=CC=CC=C1C1=NN=C(NC(=O)C2=CC=CC=C2N2CCOCC2)S1,,,,No ,400.889,3.7501,-4.471,6,1,1975
22302,FC1=CC=C(F)C(=C1)N1CCN(CCN2C(=O)CCC2=O)CC1,,,,No ,323.342,0.998,-1.922,5,0,1347
22303,O=C(NC1=CC=C(C=C1)C(=O)N1CCC(C1)C1=CC=CC=C1)C1CC1,,,,No ,334.418,3.9221,-4.036,4,1,1732
22304,CN(CCC1=CC=NC=C1)C(=O)C1=CC=C2NC3=C(CCCC3)C2=C1,,,,No ,333.434,3.4624,-3.54,4,1,1627
22305,FC1=CC=CC=C1N1C=C(C=N1)C(=O)N1CCCC1CC1=CC=CC=C1Cl,,,,No ,383.853,3.7981,-4.243,4,0,1960
22306,CC1CN(CCC1NCC1=C2C=CNC2=CC=C1)C(=O)C1CC1,,,,No ,311.428,2.2006,-3.162,4,2,1308
22307,CCC1=NC(CN(C)C2=C(Cl)C(=O)N(N=C2)C2=CC=C(Cl)C=C2)=CS1,,,,No ,395.313,3.4318,-3.739,5,0,1623
22308,O=C1NC(CC2=CC=CN=C2)=NC2=C1C(=CS2)C1=CC=CO1,,,,No ,309.348,2.0889,-3.861,5,1,1085
22309,CC1=CC=C(CCC2CCN(CC2)C(=O)NC2CC2)C=C1,,,,No ,286.417,3.8223,-3.897,3,1,1129
22310,COC1=CC=C(C=N1)N(C)C(=O)C1=CN(N=C1)C1=CC=C(Cl)C=C1,,,,No ,342.785,2.1118,-3.323,6,0,1489
22311,C[C@H]1CCC[C@@H](C)N1C(=O)C1=CC2=CC=CC=C2O1,,,,No ,257.332,3.6529,-4.154,3,0,679
22312,CC(NC(=O)C1CCN(CC1)C1=CN=CC=N1)C1CC2CCC1C2,,,,No ,328.458,1.802,-3.31,5,1,1509
22313,O=C(C1CCOCC1)N1CCN(CC1)C1=NC2=CC=CC=C2S1,,,,No ,331.439,2.4772,-2.907,5,0,1305
